entity_text,gold_id,ols_exact,ols_top
heparin,CHEBI:28304,CHEBI:28304,CHEBI:28304
35S,CHEBI:37983,,CHEBI:165392
basic,CHEBI:22695,,CHEBI:87665
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
mix,CHEBI:60004,,CHEBI:90855
32P,CHEBI:37972,,
NTA,CHEBI:44557,CHEBI:39054,CHEBI:39054
adjuvant,CHEBI:60809,CHEBI:60809,CHEBI:60809
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
NaCl,CHEBI:26710,,CHEBI:132103
NP-40,CHEBI:63016,,CHEBI:228608
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
fungizone,CHEBI:2682,,
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
ethyl ether,CHEBI:35702,,CHEBI:141564
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
heparin,CHEBI:28304,CHEBI:28304,CHEBI:28304
formalin,CHEBI:16842,,CHEBI:16842
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
Triton X-100,CHEBI:9750,,
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
Cy3,CHEBI:37987,,CHEBI:37990
FITC,CHEBI:37926,,CHEBI:37918
35S,CHEBI:37983,,CHEBI:165392
35S,CHEBI:37983,,CHEBI:165392
35S,CHEBI:37983,,CHEBI:165392
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
Reagents,CHEBI:33893,,CHEBI:67126
polynucleotide,CHEBI:15986,CHEBI:15986,CHEBI:15986
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
HCl,CHEBI:17883,,CHEBI:74758
MgCl2,CHEBI:6636,,CHEBI:6636
NaCl,CHEBI:26710,,CHEBI:132103
32P,CHEBI:37972,,
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
SDS,CHEBI:8984,,CHEBI:8984
mixtures,CHEBI:60004,,CHEBI:90855
HEPES,CHEBI:46756,CHEBI:46756,CHEBI:46756
NaOH,CHEBI:32145,,CHEBI:32145
sodium acetate,CHEBI:32954,CHEBI:32954,CHEBI:32954
Mg(CH3COO)2,CHEBI:62964,,
DTT,CHEBI:18320,,CHEBI:37568
ATP-γ-S,CHEBI:27575,,CHEBI:62910
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
mixtures,CHEBI:60004,,CHEBI:90855
magnesium acetate,CHEBI:62964,CHEBI:62964,CHEBI:62964
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
mixtures,CHEBI:60004,,CHEBI:90855
SDS,CHEBI:8984,,CHEBI:8984
mixtures,CHEBI:60004,,CHEBI:90855
HEPES,CHEBI:46756,CHEBI:46756,CHEBI:46756
NaOH,CHEBI:32145,,CHEBI:32145
sodium acetate,CHEBI:32954,CHEBI:32954,CHEBI:32954
Mg(CH3COO)2,CHEBI:62964,,
DTT,CHEBI:18320,,CHEBI:37568
ATP-γ-S,CHEBI:27575,,CHEBI:62910
CaCl2,CHEBI:3312,,CHEBI:3312
32P,CHEBI:37972,,
mixtures,CHEBI:60004,,CHEBI:90855
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
sodium chloride,CHEBI:26710,CHEBI:26710,CHEBI:26710
SDS,CHEBI:8984,,CHEBI:8984
CaCl2,CHEBI:3312,,CHEBI:3312
NaOH,CHEBI:32145,,CHEBI:32145
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
sodium acetate,CHEBI:32954,CHEBI:32954,CHEBI:32954
phenol,CHEBI:15882,CHEBI:15882,CHEBI:15882
chloroform,CHEBI:35255,CHEBI:35255,CHEBI:35255
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
urea,CHEBI:16199,CHEBI:16199,CHEBI:16199
ATP-γ-S,CHEBI:27575,,CHEBI:62910
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
ATP-γ-S,CHEBI:27575,,CHEBI:62910
mixtures,CHEBI:60004,,CHEBI:90855
molecules,CHEBI:36357,,CHEBI:76741
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
32P,CHEBI:37972,,
mixtures,CHEBI:60004,,CHEBI:90855
32P,CHEBI:37972,,
32P,CHEBI:37972,,
32P,CHEBI:37972,,
32P,CHEBI:37972,,
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
32P,CHEBI:37972,,
32P,CHEBI:37972,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
Cl-,CHEBI:17996,,CHEBI:38282
HCO3-,CHEBI:17544,,CHEBI:138921
acid,CHEBI:37527,CHEBI:37527,CHEBI:37527
nutrients,CHEBI:33284,,CHEBI:167164
nutrients,CHEBI:33284,,CHEBI:167164
glycoprotein,CHEBI:17089,CHEBI:17089,CHEBI:17089
glycoprotein,CHEBI:17089,CHEBI:17089,CHEBI:17089
amyloid,CHEBI:60425,,CHEBI:64645
glycoprotein,CHEBI:17089,CHEBI:17089,CHEBI:17089
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
chow,CHEBI:33290,,
periodic acid,CHEBI:29149,CHEBI:29149,CHEBI:29149
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chow,CHEBI:33290,,
chloride,CHEBI:17996,CHEBI:17996,CHEBI:17996
defensins,CHEBI:82761,,CHEBI:82761
acidic,CHEBI:37527,,CHEBI:194148
effector,CHEBI:35224,CHEBI:35224,CHEBI:35224
molecules,CHEBI:36357,,CHEBI:76741
histamine,CHEBI:18295,CHEBI:18295,CHEBI:18295
prostaglandins,CHEBI:26333,,CHEBI:77425
chow,CHEBI:33290,,
chow,CHEBI:33290,,
periodic acid,CHEBI:29149,CHEBI:29149,CHEBI:29149
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
compounds,CHEBI:36357,,CHEBI:139359
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
hydrochloride,CHEBI:17883,CHEBI:36807,CHEBI:36807
benzoate,CHEBI:16150,CHEBI:16150,CHEBI:16150
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
foods,CHEBI:33290,,CHEBI:33290
foods,CHEBI:33290,,CHEBI:33290
compounds,CHEBI:36357,,CHEBI:139359
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
Qui,CHEBI:15854,,CHEBI:50390
cyclohexamide,CHEBI:27641,,
Cyx,CHEBI:27641,,
amphiphilic,CHEBI:59941,,CHEBI:59941
compounds,CHEBI:36357,,CHEBI:139359
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
benzoate,CHEBI:16150,CHEBI:16150,CHEBI:16150
Quinine,CHEBI:15854,CHEBI:15854,CHEBI:77783
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
K+,CHEBI:29103,,
caffeine,CHEBI:27732,CHEBI:27732,CHEBI:27732
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
hydrochloride,CHEBI:17883,CHEBI:36807,CHEBI:36807
benzoate,CHEBI:16150,CHEBI:16150,CHEBI:16150
compound,CHEBI:36357,,CHEBI:139359
compounds,CHEBI:36357,,CHEBI:139359
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
benzoate,CHEBI:16150,CHEBI:16150,CHEBI:16150
PROP,CHEBI:8502,,CHEBI:201989
6-n-propylthiouracil,CHEBI:8502,,
PR,CHEBI:8502,,
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
hydrochloride,CHEBI:17883,CHEBI:36807,CHEBI:36807
compounds,CHEBI:36357,,CHEBI:139359
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
Qui,CHEBI:15854,,CHEBI:50390
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
cationic,CHEBI:36916,,CHEBI:58942
K+,CHEBI:29103,,
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
ion,CHEBI:24870,CHEBI:24870,CHEBI:24870
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
phenylthiocarbamide,CHEBI:46261,,CHEBI:46261
PTC,CHEBI:46261,,CHEBI:90269
saccharin,CHEBI:32111,CHEBI:32111,CHEBI:32111
PTC,CHEBI:46261,,CHEBI:90269
signaling molecules,CHEBI:62488,,CHEBI:62488
PROP,CHEBI:8502,,CHEBI:201989
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
compounds,CHEBI:36357,,CHEBI:139359
cyclohexamide,CHEBI:27641,,
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
solutions,CHEBI:75958,,CHEBI:75958
food,CHEBI:33290,CHEBI:33290,CHEBI:33290
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
Sucrose,CHEBI:17992,CHEBI:17992,CHEBI:67231
benzoate,CHEBI:16150,CHEBI:16150,CHEBI:16150
6-n-propylthiouracil,CHEBI:8502,,
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
hydrochloride,CHEBI:17883,CHEBI:36807,CHEBI:36807
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
PROP,CHEBI:8502,,CHEBI:201989
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
compound,CHEBI:36357,,CHEBI:139359
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Biopolymer,CHEBI:33694,,CHEBI:33694
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
quinine,CHEBI:15854,CHEBI:15854,CHEBI:15854
5-fluoro-orotic acid,CHEBI:74498,,CHEBI:74498
Ca2+,CHEBI:29108,,CHEBI:224236
nitric oxide,CHEBI:16480,CHEBI:16480,CHEBI:16480
messengers,CHEBI:33280,,CHEBI:33699
5-fluro-orotic acid,CHEBI:74498,,
X-gal,CHEBI:75055,,CHEBI:148937
MgCl2,CHEBI:6636,,CHEBI:6636
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
mutagen,CHEBI:25435,CHEBI:25435,CHEBI:25435
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:7763
ENU,CHEBI:23995,,CHEBI:7763
teratogenic,CHEBI:50905,,CHEBI:50905
nutrient,CHEBI:33284,CHEBI:33284,CHEBI:33284
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
penicillin,CHEBI:17334,CHEBI:17334,CHEBI:17334
streptomycin,CHEBI:17076,CHEBI:17076,CHEBI:17076
amphotericin B,CHEBI:2682,CHEBI:2682,CHEBI:2682
CO2,CHEBI:16526,,CHEBI:141770
X-gal,CHEBI:75055,,CHEBI:148937
wax,CHEBI:73702,CHEBI:73702,CHEBI:73702
35S,CHEBI:37983,,CHEBI:165392
phenol,CHEBI:15882,CHEBI:15882,CHEBI:15882
chloroform,CHEBI:35255,CHEBI:35255,CHEBI:35255
ENU,CHEBI:23995,,CHEBI:7763
N-ethyl-N-nitrosourea,CHEBI:23995,CHEBI:23995,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:7763
reagents,CHEBI:33893,,CHEBI:67126
nutrients,CHEBI:33284,,CHEBI:167164
nutrients,CHEBI:33284,,CHEBI:167164
signaling molecules,CHEBI:62488,,CHEBI:62488
molecules,CHEBI:36357,,CHEBI:76741
X-gal,CHEBI:75055,,CHEBI:148937
signaling molecules,CHEBI:62488,,CHEBI:62488
apolipoproteins,CHEBI:39015,,CHEBI:39015
signaling molecules,CHEBI:62488,,CHEBI:62488
nutrient,CHEBI:33284,CHEBI:33284,CHEBI:33284
signaling molecule,CHEBI:62488,,CHEBI:62488
nutrient,CHEBI:33284,CHEBI:33284,CHEBI:33284
nutrient,CHEBI:33284,CHEBI:33284,CHEBI:33284
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
TX-100,CHEBI:9750,,
Tris-Maleate,CHEBI:67100,,CHEBI:67100
Tris-Maleate,CHEBI:67100,,CHEBI:67100
MgCl2,CHEBI:6636,,CHEBI:6636
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
Tris-Maleate,CHEBI:67100,,CHEBI:67100
MgCl2,CHEBI:6636,,CHEBI:6636
TX-100,CHEBI:9750,,
CO2,CHEBI:16526,,CHEBI:141770
reagents,CHEBI:33893,,CHEBI:67126
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
pigmentary,CHEBI:26130,,
salt,CHEBI:26710,CHEBI:24866,CHEBI:24866
6-diamidino-2-phenylindole,CHEBI:51231,,CHEBI:230448
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
Thyroid Hormone,CHEBI:60311,CHEBI:60311,CHEBI:73334
thyroid hormone,CHEBI:60311,CHEBI:60311,CHEBI:60311
basic,CHEBI:22695,,CHEBI:87665
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
molecules,CHEBI:36357,,CHEBI:76741
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
methylglyoxal,CHEBI:17158,CHEBI:17158,CHEBI:17158
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glycogen,CHEBI:24384,CHEBI:28087,CHEBI:28087
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
dyes,CHEBI:37958,,CHEBI:37987
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
digoxygenin,CHEBI:42098,,
NBT,CHEBI:7586,,CHEBI:9505
BCIP,CHEBI:75508,,CHEBI:75508
digoxygenin,CHEBI:42098,,
Cy2,CHEBI:52302,,CHEBI:52302
Cy3,CHEBI:37987,,CHEBI:37990
4′-DAPI,CHEBI:51231,,CHEBI:51066
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
glutaraldehyde,CHEBI:64276,CHEBI:64276,CHEBI:64276
cacodylate,CHEBI:16223,,CHEBI:62956
cacodylic acid,CHEBI:48765,,CHEBI:62956
calcium chloride,CHEBI:3312,,CHEBI:86158
wax,CHEBI:73702,CHEBI:73702,CHEBI:73702
pigment,CHEBI:26130,,CHEBI:26130
potassium ferrocyanide,CHEBI:30059,,CHEBI:30059
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
propylene oxide,CHEBI:38685,,CHEBI:53262
sodium borate,CHEBI:38909,,CHEBI:131366
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
Cy3,CHEBI:37987,,CHEBI:37990
Cy5,CHEBI:37989,,CHEBI:38039
electron,CHEBI:10545,CHEBI:10545,CHEBI:10545
reagents,CHEBI:33893,,CHEBI:67126
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
6-diamidino-2-phenylindole,CHEBI:51231,,CHEBI:230448
pigment,CHEBI:26130,,CHEBI:26130
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
Electron,CHEBI:10545,CHEBI:10545,CHEBI:133884
reagents,CHEBI:33893,,CHEBI:67126
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
ethylnitrosourea,CHEBI:23995,,CHEBI:23995
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
pharmacological,CHEBI:52217,,CHEBI:52210
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
signaling molecule,CHEBI:62488,,CHEBI:62488
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
cAMP,CHEBI:17489,,CHEBI:85094
cAMP,CHEBI:17489,,CHEBI:85094
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
cAMP,CHEBI:17489,,CHEBI:85094
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
desmopressin,CHEBI:4450,CHEBI:4450,CHEBI:4450
ethylnitrosourea,CHEBI:23995,,CHEBI:23995
ENU,CHEBI:23995,,CHEBI:7763
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
1-deamino-8-D-arginine vasopressin,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
desmopressin,CHEBI:4450,CHEBI:4450,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
carbohydrate,CHEBI:16646,CHEBI:16646,CHEBI:16646
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
cAMP,CHEBI:17489,,CHEBI:85094
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
dDAVP,CHEBI:4450,,CHEBI:4450
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
biotin,CHEBI:15956,CHEBI:15956,CHEBI:15956
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
dDAVP,CHEBI:4450,,CHEBI:4450
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
dDAVP,CHEBI:4450,,CHEBI:4450
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
oligosaccharide,CHEBI:50699,CHEBI:50699,CHEBI:50699
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
oligosaccharyl,CHEBI:50699,,
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
ENU,CHEBI:23995,,CHEBI:7763
ENU,CHEBI:23995,,CHEBI:7763
mutagenic,CHEBI:25435,,CHEBI:25435
penicillin,CHEBI:17334,CHEBI:17334,CHEBI:17334
streptomycin,CHEBI:17076,CHEBI:17076,CHEBI:17076
CO2,CHEBI:16526,,CHEBI:141770
G418,CHEBI:42768,,CHEBI:172916
antibiotic,CHEBI:33282,,CHEBI:140190
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
Tween 20,CHEBI:53424,,CHEBI:53424
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
sodium phosphate,CHEBI:37586,CHEBI:37586,CHEBI:37586
SDS,CHEBI:8984,,CHEBI:8984
β-mercaptoethanol,CHEBI:41218,,
reactants,CHEBI:33893,,CHEBI:47868
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
sodium deoxycholate,CHEBI:9177,CHEBI:9177,CHEBI:9177
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
biotin,CHEBI:15956,CHEBI:15956,CHEBI:15956
Tris,CHEBI:9754,CHEBI:9754,CHEBI:27090
formalin,CHEBI:16842,,CHEBI:16842
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
sodium citrate,CHEBI:53258,CHEBI:53258,CHEBI:53258
AlexaFluor 488,CHEBI:52661,,
AlexaFluor 594,CHEBI:51248,,
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
Triton X-100,CHEBI:9750,,
AlexaFluor 488,CHEBI:52661,,
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
Cy3,CHEBI:37987,,CHEBI:37990
AlexaFluor 594,CHEBI:51248,,
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
dDAVP,CHEBI:4450,,CHEBI:4450
1-deamino-8-D-arginine vasopressin,CHEBI:4450,,CHEBI:4450
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
dDAVP,CHEBI:4450,,CHEBI:4450
Hematoxylin,CHEBI:51686,,CHEBI:51686
Hematoxylin,CHEBI:51686,,CHEBI:51686
mannose,CHEBI:37684,CHEBI:37684,CHEBI:37684
m.,CHEBI:37684,,
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
Na+,CHEBI:29101,,CHEBI:38503
K+,CHEBI:29103,,
DAPI,CHEBI:51231,CHEBI:51231,CHEBI:51231
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
dDAVP,CHEBI:4450,,CHEBI:4450
dDAVP,CHEBI:4450,,CHEBI:4450
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
forskolin,CHEBI:42471,CHEBI:42471,CHEBI:42471
reagents,CHEBI:33893,,CHEBI:67126
Medium-Chain Acyl-CoA,CHEBI:61907,,CHEBI:61907
Medium-chain acyl-CoA,CHEBI:61907,,CHEBI:61907
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
Medium-chain acyl-CoA,CHEBI:61907,,CHEBI:61907
fatty acid,CHEBI:35366,CHEBI:35366,CHEBI:35366
glucose,CHEBI:17234,CHEBI:17234,CHEBI:17234
fatty acids,CHEBI:35366,,CHEBI:83157
Fatty acid,CHEBI:35366,,CHEBI:83157
