entity_text,gold_id,bio_pref,bio_all
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7DHC,CHEBI:17759,,
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
7DHC,CHEBI:17759,,
Cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
steroid hormone,CHEBI:26764,CHEBI:26764,CHEBI:26764
Steroids,CHEBI:35341,,CHEBI:35341
corticosteroids,CHEBI:50858,,CHEBI:50858
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
Surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
Surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
molecule,CHEBI:36357,CHEBI:25367,CHEBI:25367
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
squalene,CHEBI:15440,CHEBI:15440,CHEBI:15440
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
surfactants,CHEBI:35195,,CHEBI:35195
surfactant,CHEBI:35195,CHEBI:35195,CHEBI:35195
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7-DHC,CHEBI:17759,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
Cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7DHC,CHEBI:17759,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
desmosterol,CHEBI:17737,CHEBI:17737,CHEBI:17737
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
7DHC,CHEBI:17759,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
cyclodextrin,CHEBI:23456,CHEBI:23456,CHEBI:23456
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
Cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
corticosterone,CHEBI:16827,CHEBI:16827,CHEBI:16827
fixative,CHEBI:50913,CHEBI:50913,CHEBI:50913
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
acetic acid,CHEBI:15366,CHEBI:15366,CHEBI:15366
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
toluene,CHEBI:17578,CHEBI:17578,CHEBI:17578
xylene,CHEBI:27338,CHEBI:27338,CHEBI:27338
ethanol,CHEBI:16236,CHEBI:16236,CHEBI:16236
sodium citrate,CHEBI:53258,CHEBI:53258,CHEBI:32142;CHEBI:53258
hydrogen peroxide,CHEBI:16240,CHEBI:16240,CHEBI:16240
antigen,CHEBI:59132,CHEBI:59132,CHEBI:59132
bromodeoxyuridine,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
histone,CHEBI:15358,CHEBI:15358,CHEBI:15358
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
BrdU,CHEBI:472552,,CHEBI:472552
Cy2,CHEBI:52302,,
Fluorescein,CHEBI:31624,,CHEBI:24061
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
NaCl,CHEBI:26710,,CHEBI:26710
Triton X-100,CHEBI:9750,CHEBI:9750,CHEBI:9750
DTT,CHEBI:18320,,CHEBI:18320
PMSF,CHEBI:8102,,CHEBI:8102
leupeptin,CHEBI:6426,CHEBI:6426,CHEBI:192489;CHEBI:6426
pepstatin A,CHEBI:7989,CHEBI:7989,CHEBI:190525;CHEBI:7989
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,,
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
sitosterol,CHEBI:27693,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,,
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
stigmasterol,CHEBI:28824,CHEBI:28824,CHEBI:28824
metabolites,CHEBI:25212,,CHEBI:25212
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sitosterol,CHEBI:27693,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
LXR agonists,CHEBI:86029,,CHEBI:86029
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
neomycin,CHEBI:7507,CHEBI:7507,CHEBI:7507
G418,CHEBI:42768,,CHEBI:195256;CHEBI:42768
chow,CHEBI:33290,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,,
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HCl,CHEBI:17883,,CHEBI:17883
NaCl,CHEBI:26710,,CHEBI:26710
SDS,CHEBI:8984,,CHEBI:8984
NaCl,CHEBI:26710,,CHEBI:26710
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
EtOH,CHEBI:16236,,CHEBI:16236
EtOH,CHEBI:16236,,CHEBI:16236
MgCl2,CHEBI:6636,,CHEBI:6636
(NH4)2SO4,CHEBI:62946,,CHEBI:62946
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
HCl,CHEBI:17883,,CHEBI:17883
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
agarose,CHEBI:2511,CHEBI:2511,CHEBI:2511
nylon,CHEBI:25614,,
32P,CHEBI:37972,,
nt,CHEBI:25613,,
SYBR Green,CHEBI:51461,,
mix,CHEBI:60004,,
message,CHEBI:33695,CHEBI:39010,CHEBI:138438;CHEBI:39005;CHEBI:39010;CHEBI:84123
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
isoflurane,CHEBI:6015,CHEBI:6015,CHEBI:6015
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
chow,CHEBI:33290,,
isofluorane,CHEBI:6015,,CHEBI:167830;CHEBI:29228
NaOH,CHEBI:32145,,CHEBI:32145
water,CHEBI:15377,CHEBI:15377,CHEBI:15377
sterols,CHEBI:15889,,CHEBI:15889
ethyl acetate,CHEBI:27750,CHEBI:27750,CHEBI:27750
5α-cholestane,CHEBI:35515,CHEBI:35516,CHEBI:35516;CHEBI:42485
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
hexane,CHEBI:29021,CHEBI:29021,CHEBI:29021
sterols,CHEBI:15889,,CHEBI:15889
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
SDS,CHEBI:8984,,CHEBI:8984
acrylamide,CHEBI:28619,CHEBI:28619,CHEBI:28619
SDS,CHEBI:8984,,CHEBI:8984
nitrocellulose,CHEBI:53325,CHEBI:53325,CHEBI:53325
Tween 20,CHEBI:53424,,CHEBI:53424
T,CHEBI:53424,,
T,CHEBI:53424,,
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
Tween-20,CHEBI:53424,,
NaCl,CHEBI:26710,,CHEBI:26710
T,CHEBI:53424,,
T,CHEBI:53424,,
NaCl,CHEBI:26710,,CHEBI:26710
Reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
hematoxylin,CHEBI:51686,,CHEBI:51686
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
Tween-20,CHEBI:53424,,
Tween,CHEBI:53422,,
Tween,CHEBI:53422,,
Alexa 488,CHEBI:52661,,CHEBI:140911;CHEBI:17995;CHEBI:28221
Dapi,CHEBI:51231,CHEBI:51231,CHEBI:51231
solution,CHEBI:75958,CHEBI:75958,CHEBI:75958
Dapi,CHEBI:51231,CHEBI:51231,CHEBI:51231
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
CO2,CHEBI:16526,,CHEBI:16526
penicillin,CHEBI:17334,CHEBI:17334,CHEBI:17334
streptomycin,CHEBI:17076,CHEBI:17076,CHEBI:17076;CHEBI:58007
reagent,CHEBI:33893,CHEBI:33893,CHEBI:33893
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
acetone,CHEBI:15347,CHEBI:15347,CHEBI:15347
methanol,CHEBI:17790,CHEBI:17790,CHEBI:17790
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
fentanyl,CHEBI:119915,CHEBI:119915,CHEBI:119915
Diazepam,CHEBI:49575,CHEBI:49575,CHEBI:49575
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
lipid,CHEBI:18059,CHEBI:18059,CHEBI:18059
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
HMG-CoA,CHEBI:11814,,CHEBI:15467
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sucrose,CHEBI:17992,CHEBI:17992,CHEBI:17992
Tris,CHEBI:9754,CHEBI:9754,CHEBI:82282;CHEBI:9754
disodium EDTA,CHEBI:64734,,CHEBI:64734
DTT,CHEBI:18320,,CHEBI:18320
dipotassium phosphate,CHEBI:32031,,CHEBI:131527
KCl,CHEBI:32588,,CHEBI:32588
DTT,CHEBI:18320,,CHEBI:18320
disodium EDTA,CHEBI:64734,,CHEBI:64734
glycerol,CHEBI:17754,CHEBI:17754,CHEBI:17754
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
mixture,CHEBI:60004,CHEBI:60004,CHEBI:60004
K2HPO4,CHEBI:32031,,CHEBI:131527
DTT,CHEBI:18320,,CHEBI:18320
nicotinamide,CHEBI:17154,CHEBI:17154,CHEBI:17154
14C,CHEBI:36927,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
β-cyclodextrin,CHEBI:495055,CHEBI:23456,CHEBI:23456
NADP+,CHEBI:18009,,CHEBI:18009
glucose-6-phosphate,CHEBI:14314,CHEBI:17234;CHEBI:26020,CHEBI:17234;CHEBI:18367;CHEBI:26020;CHEBI:26078;CHEBI:35780;CHEBI:4167;CHEBI:42758;CHEBI:43474
glucose-6-phosphate,CHEBI:14314,CHEBI:17234;CHEBI:26020,CHEBI:17234;CHEBI:18367;CHEBI:26020;CHEBI:26078;CHEBI:35780;CHEBI:4167;CHEBI:42758;CHEBI:43474
KOH,CHEBI:32035,,CHEBI:32035
hydroxytoluene,CHEBI:24751,CHEBI:24751,CHEBI:24751;CHEBI:25399
ethanolic,CHEBI:16236,CHEBI:16236,CHEBI:16236
potassium hydroxide,CHEBI:32035,,
3H,CHEBI:29238,,
7α-hydroxycholesterol,CHEBI:17500,CHEBI:16113,CHEBI:16113;CHEBI:43176
sterols,CHEBI:15889,,CHEBI:15889
n-hexane,CHEBI:29021,,CHEBI:29021
n-hexane,CHEBI:29021,,CHEBI:29021
2-propanol,CHEBI:17824,,CHEBI:17824
silica,CHEBI:30563,,CHEBI:30563
n-hexane,CHEBI:29021,,CHEBI:29021
2-propanol,CHEBI:17824,,CHEBI:17824
7α-hydroxycholesterol,CHEBI:17500,CHEBI:16113,CHEBI:16113;CHEBI:43176
n-hexane,CHEBI:29021,,CHEBI:29021
2-propanol,CHEBI:17824,,CHEBI:17824
silica,CHEBI:30563,,CHEBI:30563
Silica,CHEBI:30563,,CHEBI:30563
diethyl ether,CHEBI:35702,CHEBI:35702,CHEBI:35702
HMG-CoA,CHEBI:11814,,CHEBI:15467
message,CHEBI:33695,CHEBI:39010,CHEBI:138438;CHEBI:39005;CHEBI:39010;CHEBI:84123
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
Sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sitosterol,CHEBI:27693,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
esterified cholesterol,CHEBI:17002,CHEBI:16113;CHEBI:35701,CHEBI:16113;CHEBI:35701
sitosterol,CHEBI:27693,,
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
triglycerides,CHEBI:17855,,CHEBI:17855
chow,CHEBI:33290,,
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
apolipoproteins,CHEBI:39015,,CHEBI:39015
triglyceride,CHEBI:17855,CHEBI:17855,CHEBI:17855;CHEBI:88875;CHEBI:88880;CHEBI:88881;CHEBI:88882;CHEBI:88890;CHEBI:88891;CHEBI:88892;CHEBI:88898;CHEBI:88899;CHEBI:88901;CHEBI:88940;CHEBI:88941;CHEBI:88943;CHEBI:88945;CHEBI:88946;CHEBI:88967;CHEBI:88968;CHEBI:88970;CHEBI:88971;CHEBI:88972;CHEBI:88973;CHEBI:88976;CHEBI:88977;CHEBI:88978;CHEBI:88979;CHEBI:88980;CHEBI:88982;CHEBI:88983;CHEBI:88984;CHEBI:88985;CHEBI:88986;CHEBI:88987;CHEBI:88993;CHEBI:88994;CHEBI:88995;CHEBI:88997;CHEBI:88998;CHEBI:88999;CHEBI:89001;CHEBI:89003;CHEBI:89005;CHEBI:89011;CHEBI:89016;CHEBI:89017;CHEBI:89018;CHEBI:89019;CHEBI:89020;CHEBI:89021;CHEBI:89022;CHEBI:89023;CHEBI:89024;CHEBI:89025;CHEBI:89166;CHEBI:89754;CHEBI:89756;CHEBI:89757;CHEBI:89758;CHEBI:89759;CHEBI:89763;CHEBI:89764;CHEBI:89765;CHEBI:89767;CHEBI:89768;CHEBI:89772;CHEBI:89774;CHEBI:89775;CHEBI:89776;CHEBI:89777;CHEBI:89779;CHEBI:89840;CHEBI:89841;CHEBI:89842;CHEBI:89948;CHEBI:89950;CHEBI:89952;CHEBI:89958;CHEBI:89959;CHEBI:89960;CHEBI:89961;CHEBI:89962;CHEBI:89971;CHEBI:90042;CHEBI:90047;CHEBI:90048;CHEBI:90049;CHEBI:90050;CHEBI:90051;CHEBI:90052;CHEBI:90053;CHEBI:90054;CHEBI:90066;CHEBI:90067;CHEBI:90069;CHEBI:90070;CHEBI:90072;CHEBI:90073
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
chow,CHEBI:33290,,
HMG-CoA,CHEBI:11814,,CHEBI:15467
HMG-CoA,CHEBI:11814,,CHEBI:15467
HMG-CoA,CHEBI:11814,,CHEBI:15467
Sitosterol,CHEBI:27693,CHEBI:27693,CHEBI:27693
inhibitor,CHEBI:35222,CHEBI:35222,CHEBI:35222
sterols,CHEBI:15889,,CHEBI:15889
bile salts,CHEBI:22868,,CHEBI:22868
bile salts,CHEBI:22868,,CHEBI:22868
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipids,CHEBI:16247,,CHEBI:16247
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
tauroursodeoxycholic acid,CHEBI:80774,CHEBI:80774,CHEBI:80774
TUDC,CHEBI:80774,,
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
TUDC,CHEBI:80774,,
bile salt,CHEBI:22868,CHEBI:22868,CHEBI:22868;CHEBI:3098
TUDC,CHEBI:80774,,
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
phospholipid,CHEBI:16247,CHEBI:16247,CHEBI:16247
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sitosterol,CHEBI:27693,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
TUDC,CHEBI:80774,,
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
TUDC,CHEBI:80774,,
bile acid,CHEBI:3098,CHEBI:3098,CHEBI:22868;CHEBI:3098
TUDC,CHEBI:80774,,
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
campesterol,CHEBI:28623,CHEBI:28623,CHEBI:28623
sterols,CHEBI:15889,,CHEBI:15889
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sterols,CHEBI:15889,,CHEBI:15889
sterols,CHEBI:15889,,CHEBI:15889
sitosterol,CHEBI:27693,,
HMG-CoA,CHEBI:11814,,CHEBI:15467
bile acid,CHEBI:3098,CHEBI:3098,CHEBI:22868;CHEBI:3098
sitosterol,CHEBI:27693,,
sterols,CHEBI:15889,,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
sterol,CHEBI:15889,CHEBI:15889,CHEBI:15889
bile acids,CHEBI:3098,CHEBI:138366,CHEBI:138366;CHEBI:3098
cholesterol,CHEBI:16113,CHEBI:16113,CHEBI:16113
sitosterol,CHEBI:27693,,
sitosterol,CHEBI:27693,,
sitosterol,CHEBI:27693,,
sitosterol,CHEBI:27693,,
